Notebook Dell Inspiron 3501 Pentium Gold 7505 4GB DDR4 SSD 128GB 15,6 HD Linux ; R$ 3.247,56 ;  Data: 14/10/2022 
Notebook Gamer Lenovo Ideapad Gaming 3i ; R$ 4.952,00 ;  Data: 14/10/2022 
Notebook VAIO FE14 Intel Core i7-1255U Windows 11 Home 8GB 256GB SSD Full HD - Cinza Grafite ; R$ 4.164,15 ;  Data: 14/10/2022 
Notebook Galaxy Book Pro 360 Intel Core I7 16GB 512GB SSD Windows 11 Home Samsung ; R$ 9.699,00 ;  Data: 14/10/2022 
Notebook IdeaPad SSD de 256 GB 4 GB RAM Lenovo ; R$ 2.321,14 ;  Data: 14/10/2022 
Notebook Dell Vostro V15-5320-P10C 13.3" Full HD+ 12ª Ger. Plataforma Intel EVO Core i5 8GB 256GB SSD Windows 11 Pro ; R$ 6.020,10 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book2 360 Intel Core i7-1255U, Windows 11 Home, 16GB, 512GB SSD, 13.3'' Full HD ; R$ 8.999,10 ;  Data: 14/10/2022 
Notebook Vaio FE14 14 FHD i7-1065G7 1TB 8GB Linux Debian 10 VJFE43F11X-B0611H ; R$ 4.999,99 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 Ryzen 7-5700U, 8GB RAM, 256GB SSD, Tela 15.6 Full HD, Prata - A515-45-R760 ; R$ 4.622,20 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3 AMD Ryzen 5 8GB 256GB SSD W11 15.6 Prata ; R$ 3.782,03 ;  Data: 14/10/2022 
Notebook Philco Celeron 4gb Pnb14 Cza Windows 10 ; R$ 1.845,91 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book Pro 360 Intel Core I7-1165G7, Windows 10 Home, 16GB, 512 GB SSD, 13.3'' Full HD Super AMOLED, Bivolt ; R$ 11.499,99 ;  Data: 14/10/2022 
Notebook Dell Alienware X17 R1 I7 11th 16gb 512ssd Rtx3060 - IMP ; R$ 35.475,30 ;  Data: 14/10/2022 
Notebook Dell Inspiron 5406 2x1 Core I3 11th 4gb 128ssd Tela 14" Windows ; R$ 4.999,00 ;  Data: 14/10/2022 
Notebook Samsung Book X55 Intel Core i7 16GB 1TB - 128GB SSD 15,6” Placa de Vídeo 2GB Windows 10 ; R$ 8.500,03 ;  Data: 14/10/2022 
Notebook Samsung Book I7 8GB 256GB SSD 15.6 Windows 11H Cinza Chumbo ; R$ 4.946,03 ;  Data: 14/10/2022 
Notebook M11W Prime 2 Em 1 Intel Celeron 4Gb 64Gb 11.6 Pol. Touch Windows 11 PC280 Prata - Multilaser ; R$ 1.979,10 ;  Data: 14/10/2022 
Notebook Positivo Motion Plus Red Intel Atom 4gb 64gb SSD Q464C ; R$ 1.444,92 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3i I3 4GB 256GB SSD 15,6 W11 82BS000JBR Prata ; R$ 2.909,03 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3 Tela 15.6 Antirreflexo Intel N4020 Ssd 128gb 4gb Ram Windows 11 Nota Fiscal ; R$ 2.429,10 ;  Data: 14/10/2022 
Notebook Gaming Acer PH315-54-760S i7 de 11a/16GB/512GB/RTX 3060 6GB/15.6" 144Hz FHD/W10 ; R$ 19.530,00 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3i prata 15.6", Intel Celeron N4020 4GB de RAM 128GB SSD, Intel UHD ; R$ 2.100,00 ;  Data: 14/10/2022 
Notebook Dell Latitude 3420 i3-1115G4 4GB 256GB SSD Tela 14.0 Intel UHD Graphics Win 10 Pro ; R$ 3.249,99 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A515-54-58z4 Intel Core I5-10210u 8gb 512gb Ssd W11 15.6” Prata ; R$ 4.699,00 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3i Intel Core Celeron N4020 4GB DDR4 SSD 128GB Tela 15.6" Windows 11 ; R$ 2.287,12 ;  Data: 14/10/2022 
Notebook 11.6" 2 em 1 M11W Prime Celeron N4020, 4GB, 64GB, Windows 11 + Microsoft 365 Personal, PC280 MULTILASER ; R$ 1.557,94 ;  Data: 14/10/2022 
Notebook Samsung Cda Galaxy Book S 256gb Np767xcm-k01br ; R$ 7.840,02 ;  Data: 14/10/2022 
Kit Notebook Dell Inspiron i15-i1100-M10PC 15.6" Full HD Intel Pentium Gold 4GB 128GB SSD Windows 11 Preto com Capa ; R$ 3.062,80 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 AMD Ryzen 5-3500U, 8GB RAM, SSD 256GB NVMe, , Radeon Vega 8, Win A315-23-R6M7 ; R$ 4.999,99 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book GO Snadragon 7c Octa-core 4GB 128GB SSD Windows 11 ; R$ 2.356,13 ;  Data: 14/10/2022 
Notebook Intel Core i3 4GB 120GB SSD Compaq Presario 430 Tela 14" Windows 10 ; R$ 2.549,15 ;  Data: 14/10/2022 
Notebook Gamer Lenovo Legion 5i i7-10750H, NVIDIA GeForce RTX 2060, 16GB, HD 1TB,- 82CF0004BR ; R$ 12.361,41 ;  Data: 14/10/2022 
Notebook HP 250-G8, Intel Core i7, 16GB de Memória, Windows 11 Pro, 256GB SSD, Tela de 15.6", HP ; R$ 5.169,06 ;  Data: 14/10/2022 
Notebook Positivo Motion Q464C Tela 14 1t Quad Core ; R$ 2.000,00 ;  Data: 14/10/2022 
Notebook ASUS Vivobook X543MA 4GB RAM 500GB HD ; R$ 2.199,00 ;  Data: 14/10/2022 
Notebook Ultra 15.6 Pol. Celeron 4GB RAM 120GB ; R$ 1.999,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3000 a0700-UM20P 15.6" FHD AMD Ryzen 7 8GB 256GB SSD Linux Preto ; R$ 3.581,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 128GB SSD Tela 15,6” Windows 11 Home ; R$ 2.133,03 ;  Data: 14/10/2022 
Notebook Lenovo V14 i7-1165G7 8GB 256GB SSD Geforce MX350 W11 Home 14" FHD 82NM0016BR Preto ; R$ 4.569,86 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3i i5 8GB 256GB Iris Xe W11 15.6'' 82MD0007BR ; R$ 3.199,00 ;  Data: 14/10/2022 
Notebook Dell Latitude 5420, Intel Core i5 1135G7, 8MB, 8GB DDR4, 256GB SSD, W10P, 14" ; R$ 5.899,90 ;  Data: 14/10/2022 
Notebook samsung x30 15.6 i5-10210u 8gb hd1tb w10 - np550xcj-kf1br - Samsung informatica ; R$ 5.765,20 ;  Data: 14/10/2022 
Notebook VAIO FE14 Intel Core i3-10110U Linux 4GB 1TB Full HD - Cinza Escuro ; R$ 2.532,15 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad S145 15,6" 500GB RAM 4GB Prata ; R$ 2.917,29 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3i i3-1115G4 4GB 256GB SSD Windows 11 15.6"FHD 82MD000ABR ; R$ 2.429,10 ;  Data: 14/10/2022 
Notebook Compaq Presario 433 Intel Core i3 Linux 4GB 1TB 14" - Cinza ; R$ 1.996,65 ;  Data: 14/10/2022 
Notebook Lenovo V15 I5 8Th 8Gb 256 Ssd Placa Vídeo Gforce Win11 Preto ; R$ 4.399,90 ;  Data: 14/10/2022 
Notebook Hp X360 Core I5,8gb,ssd-256gb Tela Touch 2 Em 1* ; R$ 4.063,33 ;  Data: 14/10/2022 
Notebook Samsung Book NP550XDZ-KV6BR, Tela de 15.6", Intel Core i3-1115G4, Linux, SSD 256GB, 4GB RAM, Cinza Chumbo ; R$ 3.099,00 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book2 360, Intel Core i7 -1255U, 16GB, 1TB SSD, Tela 13.3", Full HD AMOLED, Intel Iris Xe - ; R$ 9.795,99 ;  Data: 14/10/2022 
Notebook Lenovo V15 I5 8Th 8Gb 256 Ssd Placa Vídeo Gforce Win11 Preto ; R$ 4.399,90 ;  Data: 14/10/2022 
Notebook Lenovo V14 i7-1165G7 12GB 512GB SSD Geforce MX350 W11 Home 14" FHD 82NM0017BR Preto ; R$ 5.129,10 ;  Data: 14/10/2022 
Notebook Compaq Presario 434 Intel Core i3 Windows 10 Home 4GB 1TB 14" - Cinza ; R$ 2.336,65 ;  Data: 14/10/2022 
Notebook LENOVO Thinkpad T14 Gen 2 i5 1145G7 16 GB RAM 512 GB SSD - Dell ; R$ 6.999,90 ;  Data: 14/10/2022 
Notebook Ultra UB522 Intel Core i5 8GB RAM 240GB HD 15,6 Windows 10 Home ; R$ 2.726,01 ;  Data: 14/10/2022 
Notebook Dell Latitude 5420, Intel Core i5 1135G7, 8MB, 8GB DDR4, 256GB SSD, W10P, 14" ; R$ 6.999,90 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A514-54-54LT Intel Core i5 11ª Gen Windows 10 Home 8GB 256GB SSD 14' Full HD ; R$ 4.599,78 ;  Data: 14/10/2022 
Notebook de Vitrine Dell Inspiron 3501 i7-1165G7 8GB DDR4 SSD 256GB 15.6 Win11 Home C ; R$ 5.290,38 ;  Data: 14/10/2022 
Notebook ASUS G533ZM-ES93/I9-12900H 3.8GHZ 16GB 512SSD RTX3060 ; R$ 24.832,39 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-i1200-U20P 15.6" FHD 12ª Geração Intel Core i5 8GB 512GB SSD NVIDIA RTX 3050 Linux ; R$ 6.110,10 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book Pro 360 I7-1165g7 Win11 Home ; R$ 11.640,20 ;  Data: 14/10/2022 
Notebook Dell Latitude 5420 Touch I5 16gb Ram, 256gb Ssd ; R$ 7.999,00 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A514-54-56HA Intel Core i5 11ª Gen Windows 11 Home 8GB 512GB SDD 14' Full HD ; R$ 4.655,83 ;  Data: 14/10/2022 
Notebook Ultra, com Linux, Intel Core i3, 4GB 120GB SSD, Tela 14,1 Pol. HD, Prata - UB433 - Multilaser ; R$ 1.888,90 ;  Data: 14/10/2022 
Notebook Lnv Thinkpad T480: Intel Core i5-8ª, RAM 8GB, SSD 256GB - Lenovo ; R$ 3.055,01 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A514-54-789C Intel Core i7 11ª Gen Windows 11 Home 8GB 512GB SDD 14' Full HD ; R$ 5.720,85 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i5-1135G7, 8GB, 256GB SSD, Tela 15.6'' Full HD, Windows 11 ; R$ 4.749,05 ;  Data: 14/10/2022 
Notebook ASUS Zenbook 14X OLED UX5401ZA-L7145W Core i7 16GB 1TGB SSD W11 Tela 14" OLED 16:10 Cinza ; R$ 9.839,18 ;  Data: 14/10/2022 
Notebook Dell Vostro V16-7620-P30P 16" Full HD+ 12ª Geração Intel Core i7 16GB 1TB SSD Windows 11 Pro Preto ; R$ 9.728,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-U30P 15.6" Full HD 11ª Geração Intel Core i3 8GB 256GB SSD Linux ; R$ 3.523,55 ;  Data: 14/10/2022 
Notebook Gamer Lenovo Gaming 3i Intel Core - i5 8GB 256GB SSD 15.6” NVIDIA GeForce GTX 1650 4GB ; R$ 5.399,99 ;  Data: 14/10/2022 
Notebook Compaq Presario 450 Intel Core i5 6287U 8GB DDR4 SSD 240GB Tela 14" LED Webcam HD Windows 10 Home ; R$ 3.359,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron I15-i1100-A40P Intel Core i5 8GB 256GB SSD W11 15.6" Preto ; R$ 7.400,00 ;  Data: 14/10/2022 
Notebook de Vitrine Dell Inspiron 3480 Pentium Gold 5405U 4GB DDR4 HD 500GB 14.0 HD Win10 Home C ; R$ 2.938,52 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book2 360 Intel Core i5-1235U, Windows 11 Home, 8GB, 512GB SSD, 13.3'' Full HD ; R$ 7.109,10 ;  Data: 14/10/2022 
Notebook ASUS Vivobook M1502IA-EJ251W Ryzen 5 8GB 256GB SSD Windows 11 Home 15,60" Full HD ; R$ 3.279,18 ;  Data: 14/10/2022 
Notebook Ultra, Intel Core i3, 4GB RAM, 1TB HDD Linux UB422 ; R$ 1.877,94 ;  Data: 14/10/2022 
Notebook Gamer Dell G15 5510, i5-10500H, 8GB RAM, SSD 256GB, Tela 15.6" Full HD 120Hz, GeForce GTX-1650 4GB GDDR6, Linux ; R$ 7.054,88 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5 AMD Ryzen 7 8GB 512GB - SSD 15,6” GeForce GTX 1650 4GB AN515-44-R11B ; R$ 5.902,25 ;  Data: 14/10/2022 
Notebook Acer Windows 11 Tela de 14 A31435C7E8 CELERON N4500 ; R$ 2.589,97 ;  Data: 14/10/2022 
Notebook Gamer Acer Aspire Nitro 5 AN515-43-R4C3 - AMD Ryzen 7 8GB 1TB 128GB SSD 15,6" Full HD ; R$ 5.889,01 ;  Data: 14/10/2022 
Notebook Legacy Cloud, com Windows 10 Home, Processador Intel Quadcore, Memoria 2GB 64GB, Tela 14,1 Pol. HD, Cinza - PC134 - Multilaser ; R$ 1.133,01 ;  Data: 14/10/2022 
Notebook Lenovo V15 G2 i5-1135G7 16GB 256SSD W11P 82ME000QBR ; R$ 9.495,82 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Celeron 6305 4GB 500GB Tela 15,6" Full HD Linux Cinza - NP550XDZ-KP4BR ; R$ 1.908,90 ;  Data: 14/10/2022 
Notebook M11W Prime 2 Em 1 Intel C 11 PC280 Prata - Multilaser ; R$ 1.549,99 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-M58P 15.6" Full HD 11ª Geração Intel Core i5 16GB 512GB SSD Windows 11 Preto ; R$ 4.742,10 ;  Data: 14/10/2022 
Notebook Samsung Book Core i7-1165G7 Win 118GB 1TB HD 15.6'' ; R$ 7.372,00 ;  Data: 14/10/2022 
Notebook Gamer Acer AN517 - i7, 64GB, SSD 512GB + HD 2TB, Tela 17.3 IPS Full HD 144Hz, GTX 1650 ; R$ 11.809,99 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3i Intel Celeron 4GB 128GB - SSD 15,6” Windows 11 + Microsoft 365 82BU0008BR ; R$ 2.399,99 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book GO Snapdragon 7c, Win 11, 4GB, 128GB UFS, 14'' Full HD - NP340XLA-K04BR ; R$ 2.799,00 ;  Data: 14/10/2022 
Notebook Positivo Motion Plus Q464b Intel Atom 4gb Ram 64gb 14" Led Windows 10 Home Vermelho ; R$ 1.770,21 ;  Data: 14/10/2022 
Notebook VAIO FE15 IntelCore i5-1235U Windows 11 Home 8GB 512GB SSD Full HD - Cinza Grafite ; R$ 3.739,15 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-U58P 15.6" Full HD 11ª Geração Intel Core i5 16GB 512GB SSD Linux ; R$ 4.499,10 ;  Data: 14/10/2022 
Notebook Gamer Legion Slim7 R5-5600H 16GB 512GB RTX3050 Ti 4GB W11 15.6" Full HD WVA 82K800EABR - Lenovo ; R$ 9.999,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3000 Series 3501 - Intel Pentium 4GB 128GB SSD 15,6” Windows 11 ; R$ 5.150,00 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3i Intel Core i5 8GB - 256GB SSD 15,6” Windows 11 82BS000GBR ; R$ 4.299,99 ;  Data: 14/10/2022 
Notebook legion 5 r7-5800h 16gb 512gb 3050 4gb w11 home - LENOVO-VAREJO ; R$ 9.699,00 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 A315-56-569F Intel Core i5 - 4GB 256GB SSD 15,6” LED Linux ; R$ 4.299,99 ;  Data: 14/10/2022 
Notebook vaio fe15 15.6 i7-10510u 8gb 512gbssd w11 3342212 chumbo escuro bivolt - Sony Vaio ; R$ 7.299,00 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i5 8GB 256GB SSD - 15,6” Full HD Windows 11 ; R$ 4.499,99 ;  Data: 14/10/2022 
Notebook Intel Ssd 64 Gb N4020 4 Gb de Ram Tela 14 W11 ; R$ 2.546,00 ;  Data: 14/10/2022 
Notebook Compaq Presario CQ-27 Core i3 5005u 4GB SSD 120GB W10 ; R$ 2.629,99 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-U35P 15.6" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Linux ; R$ 3.743,10 ;  Data: 14/10/2022 
Notebook VAIO FE14 Intel Core i5-1235U Windows 11 Home 8GB 512GB SSD Full HD - Cinza Grafite ; R$ 3.399,15 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A515 Intel Core I5-10210u Memoria 12gb Hd 1tb Ssd 256gb Tela 15.6'' Full Hd Windows 11 Pro ; R$ 4.680,01 ;  Data: 14/10/2022 
Notebook Acer Windows 11 Tela 15,6 A315563478 ; R$ 3.408,06 ;  Data: 14/10/2022 
Notebook Vaio FE14 VJFE42F11X-B3511W Intel Core i3-10110U 4GB 128GB SSD M.2 Full HD Linux - Branco ; R$ 2.999,00 ;  Data: 14/10/2022 
Notebook Gamer Predator Helios 300 PH315-53-75N8 i7 Win10 Home 16GB 512GB SSD RTX 2060 15,6' - Acer ; R$ 11.688,76 ;  Data: 14/10/2022 
Notebook Samsung Book NP550XDA-KS3BR Intel Core i7 - 8GB 1TB 15,6” Full HD LED Windows 10 ; R$ 4.759,99 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3i 15,6 Polegadas Celeron N4020 SSD 128GB 4GB Win 11 Home + Office 365 Prata 82BU0008BR ; R$ 1.808,10 ;  Data: 14/10/2022 
Notebook Acer A515-54-59BU Intel Core i5 8GB - 256GB SSD + Pacote Office 365 Personal 1 Digital ; R$ 3.544,20 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book Pro Intel Core I7-1165G7, Windows 10 Home, 16GB, 1TB SSD, 15.6'' Full HD AMOLED, Bivolt ; R$ 10.499,90 ;  Data: 14/10/2022 
Notebook Multilaser Legacy Clo ud Cinza 14,1 HD Atom Z8350 64GB 2GB Win10 H - PC134 ; R$ 1.256,74 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core I3 - 1115G4 Windows 11 Home, 8GB, 256GB SSD, Tela 15.6" Full HD LED ; R$ 3.306,56 ;  Data: 14/10/2022 
Notebook Acer Intel Core i3 4GB 256GB SSD 15,6 TN Windows 11 Aspire 3 A315-56-3478 1005G1 ; R$ 2.473,47 ;  Data: 14/10/2022 
Notebook Samsung Book X55 Intel Core i7 16GB 1TB - 128GB SSD 15,6” Placa de Vídeo 2GB Windows 10 ; R$ 8.500,03 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core Np550 i7-1165G7 8GB 1TB Tela Full HD 15,6 Windows 11 ; R$ 6.649,05 ;  Data: 14/10/2022 
Notebook Samsung Chromebook Plus Intel 4Gb 32Gb Ssd 12.2'' ; R$ 3.678,91 ;  Data: 14/10/2022 
Notebook Dell i15-A0700-UM20S - Ryzen 7 3700U, RAM 16GB, SSD 256GB, Tela 15.6 Full HD, Linux ; R$ 6.109,99 ;  Data: 14/10/2022 
Notebook Aspire 3 Celeron 8GB 1TB Tela 15,6” Preto- Acer ; R$ 2.990,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron 5406 2x1 Core I3 11th 4gb 128ssd Tela 14" Windows ; R$ 4.999,00 ;  Data: 14/10/2022 
Notebook Samsung Book 11ª Geração Intel Core i3-1115G4 4GB SSD 256GB 15,6" Full HD Windows 11 Home, Cinza Chumbo ; R$ 3.000,80 ;  Data: 14/10/2022 
Notebook Gamer Lenovo IdeaPad Gaming 3i i5 Linux 8GB 256GB SSD 15,6 Polegadas ; R$ 6.134,37 ;  Data: 14/10/2022 
Notebook ASUS X515JF-EJ360W Intel Core i5 1035G1 8GB 256GB SSD W11 15,6" Cinza ; R$ 3.650,00 ;  Data: 14/10/2022 
Notebook Samsung NP550 15,6 Polegadas 256GB 4GB RAM ; R$ 2.090,92 ;  Data: 14/10/2022 
Notebook Lenovo 2 em 1 IdeaPad Flex 5i i5 8GB 256GB SSD 14 ; R$ 7.697,00 ;  Data: 14/10/2022 
Notebook Dell Latitude 5420, Intel Core i5 1135G7, 8MB, 8GB DDR4, 256GB SSD, W10P, 14" ; R$ 5.899,90 ;  Data: 14/10/2022 
Notebook Gamer Lenovo - Tela 15.6 Full HD - Intel i7, 16GB, SSD 512GB + HD 2TB, GeForce GTX 1650 ; R$ 9.789,99 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-U25P 15.6" Full HD 11ª Geração Intel Core i3 4GB 256GB SSD Linux ; R$ 3.523,55 ;  Data: 14/10/2022 
Notebook Dell Gamer G15 - Full HD 120Hz, Ryzen 7 5800H, 64GB, SSD 512GB, RTX 3060, Windows 11 ; R$ 14.599,99 ;  Data: 14/10/2022 
Notebook Asus, Intel Core i5, 8GB, 256GB SSD, Windows 11, Tela de 15,6", Cinza - X515JA-EJ1792W ; R$ 3.399,00 ;  Data: 14/10/2022 
Notebook vaio fe15 15.6 i7-10510u 8gb 512gbssd w11 3342212 chumbo escuro bivolt - Sony Vaio ; R$ 7.299,00 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-a0506-M10P 15.6" FHD AMD Ryzen 5 6600H 8GB 256GB SSD NVIDIA RTX 3050 Windows 11 ; R$ 7.399,00 ;  Data: 14/10/2022 
Notebook Ultra Intel W10 Core i5 8gb Ram 240GB S Prata UB532 ; R$ 2.510,01 ;  Data: 14/10/2022 
Notebook Acer Aspire A315-34-C9WH Intel Celeron N4020 4GB 128GB SSD 15.6 HD Intel UHD Gr Win 11 Home ; R$ 1.929,99 ;  Data: 14/10/2022 
Notebook 15.6" Samsung E20 KO2BR Windows 10 Home Intel Celeron 500GB 4GB Branca ; R$ 2.699,90 ;  Data: 14/10/2022 
Notebook Dell Latitude 7480 I5 7300U 8Gb DDR4 SSD 256Gb ; R$ 2.713,88 ;  Data: 14/10/2022 
Notebook Samsung Dual Core NP550XDZ-KP4BR 500GB 4GB Tela Full HD 15.6” Linux ; R$ 2.223,36 ;  Data: 14/10/2022 
Notebook Asus Zenbook 13 OLED UX325EA-KG856W Core i5 8GB 256GB SSD W11 Tela OLED 13,3" Full HD Cinza ; R$ 5.985,18 ;  Data: 14/10/2022 
Notebook asus e510ma-br701x intel celeron dual n4020/4gb/128gb/15.6/w.11 pro/azu ; R$ 2.453,03 ;  Data: 14/10/2022 
Notebook Gamer Legion Slim7 R7-5800H 16GB 512GB SSD RTX 3060 6GB W11 15.6" Full HD WVA 82K800E9BR - Lenovo ; R$ 10.999,00 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3i, Tela FHD de 15.6", AMD Ryzen 5, SSD 256GB, 8GB RAM, Linux, Cinza ; R$ 3.499,00 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad S145 15,6" 500GB RAM 4GB Prata ; R$ 2.997,14 ;  Data: 14/10/2022 
Notebook Asus X515 Intel Core I3 4GB ; R$ 3.059,92 ;  Data: 14/10/2022 
Notebook Ultra Intel Core I3 4gb 1tb Hdd Linux Ub432 - Multilaser ; R$ 2.327,03 ;  Data: 14/10/2022 
Notebook Lenovo 14" Fhd Flex 5i-14iil I5-1035g1/ 8gb/ 256gb Ssd/ W10 Home ; R$ 7.399,68 ;  Data: 14/10/2022 
NOTEBOOK ACER GAMING NITRO 5 AN515-54-5812 I5-9300H 2.4GHz - 8GB/ - 256GB SSD - 15.6"FHD IPS - VGA GTX 1650 4GB ; R$ 6.790,00 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 A314-35-C7E8 Intel Celeron N4500 4GB RAM 128GB SSD Windows 11 Home 14" Prata ; R$ 2.399,90 ;  Data: 14/10/2022 
Notebook Intel Ssd 64gb 14'' ; R$ 2.599,19 ;  Data: 14/10/2022 
Combo Office - Notebook Legacy Book, com Windows 10 Home, Processador Intel Quad, e Mouse Sem Fio Slim Conexão Bluetooth e USB 1600dpi - MO331K - Multilaser ; R$ 1.395,19 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3 10110u 4GB SSD 256 GB Windows 11 Tela 15.6" Prata ; R$ 2.903,12 ;  Data: 14/10/2022 
Notebook Positivo Motion Q4128e 4gb 128gb Intel Celeron Wind 10 Cinza ; R$ 1.799,00 ;  Data: 14/10/2022 
Notebook Gamer Dell G3-3590-A40P Intel Core i5 8GB - 256GB SSD 15,6” Full HD NVIDIA GTX 1050 3GB ; R$ 9.000,00 ;  Data: 14/10/2022 
Notebook Ultraportátil Dell X13-i1200-M20PS 13.4" UHD+ Touch 12ª Ger Plataforma Intel EVO Core i7 32GB 1TB SSD Win 11 ; R$ 12.950,10 ;  Data: 14/10/2022 
Notebook Galaxy Book GO Snapdragon 7c, Windows 10 Home, 4GB, 128GB UFS, Full HD LED 14" - Samsung ; R$ 2.599,99 ;  Data: 14/10/2022 
Notebook Dell Latitude 3420 Core I5 - 1135G7 16gb SSD 512 NVME e TELA 14 polegadas ; R$ 5.599,90 ;  Data: 14/10/2022 
Notebook Gamer Lenovo Legion 5 Ryzen 7 W11 16GB 512GB SSD 15.6 82QJ0000BR - Lenovo Informatica ; R$ 9.877,77 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad S145 Ryzen 5 Linux 12GB 1TB 15.6" 81V7S00000 - Prata ; R$ 4.799,90 ;  Data: 14/10/2022 
Kit Notebook Dell Inspiron i15-i1100-U25PC 15.6" Full HD 11ª Geração Intel Core i3 4GB 256GB SSD Linux com Capa ; R$ 3.623,30 ;  Data: 14/10/2022 
Notebook Lenovo V14 i3-1115G4 4GB 128GB SSD W11 Home 14" HD 82NM000XBR Preto ; R$ 3.017,54 ;  Data: 14/10/2022 
Notebook Samsung Book 15.6" Full HD Intel Dual Core 4GB DDR4 500GB Windows 11 Cinza NP550XDA-KP1BR ; R$ 2.260,15 ;  Data: 14/10/2022 
Notebook ASUS ZenBook Duo UX482EAR-HY439W CORE I7 1195G7 8GB 512GB SSD W11 14"Anti-glare FHD Azul ; R$ 9.429,18 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A515 Intel Core I5-10210u Memoria 12gb Ssd 256gb Tela 15.6'' Full Hd Windows 11 Pro ; R$ 4.319,46 ;  Data: 14/10/2022 
Notebook Gamer Predator Helios 300 PH315-53-75N8 i7 Win10 Home 16GB 512GB SSD RTX 2060 15,6' - Acer ; R$ 11.688,76 ;  Data: 14/10/2022 
Notebook Intel Core i3 1115G4 4GB RAM 256GB SSD Acer Aspire 3 A315-58-38SD Tela FHD 15,6" Windows 11 ; R$ 2.506,65 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3511 15.6" Intel Core i5-1135G7 de 2.4GHz 8GB RAM / 256GB SSD - Prata ; R$ 4.649,90 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-a0700-MM20P 15.6" FHD AMD Ryzen 7 16GB 512GB SSD NVIDIA RTX 3060 Windows 11 ; R$ 9.499,99 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-M70PP 15.6" Full HD 11ª Geração Intel Core i7 8GB 256GB SSD NVIDIA GeForce Windows 11 ; R$ 5.561,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-M70PP 15.6" Full HD 11ª Geração Intel Core i7 8GB 256GB SSD NVIDIA GeForce Windows 11 ; R$ 5.561,10 ;  Data: 14/10/2022 
Notebook Compaq Presario 420 Intel Pentium N3700 Windows 10 Home 4GB 120GB SSD 14" - Cinza ; R$ 1.614,15 ;  Data: 14/10/2022 
