Placa De Video Geforce 1gb Gt240 Ddr3 128bits Afox Af240 -low Prof. ; R$ 268,63 ;  Data: 17/10/2022 
Placa de Video ASUS Geforce RTX 3060 12GB DDR6 LHR - TUF-RTX3060-O12G-V2-GAMING ; R$ 3.739,93 ;  Data: 17/10/2022 
Placa de Vídeo gpu r5 1gb ddr3 64 bits - PCYES ; R$ 276,45 ;  Data: 17/10/2022 
Placa de Vídeo 1GB Afox Radeon R5220 DDR3 AFR5220-1024D3L9-V2 - PCYES ; R$ 222,71 ;  Data: 17/10/2022 
Placa de Vídeo pcwinmax Geforce GT 740 4GB 128 Bits ; R$ 719,10 ;  Data: 17/10/2022 
Placa De Video Galax Geforce Gt 210 1gb Ddr3 64 Bits - 21ggf4hi00np ; R$ 269,90 ;  Data: 17/10/2022 
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming, 12GB GDDR6X, RGB, DLSS ; R$ 7.999,99 ;  Data: 17/10/2022 
Placa de Vídeo gpu r5 1gb ddr3 64 bits - PCYES ; R$ 276,45 ;  Data: 17/10/2022 
Placa de Vídeo PowerColor Hellhound RX 6600 XT, 8GB, GDDR6, Ray Tracing, AXRX 6600XT 8GBD6-3DHL/OC ; R$ 3.257,10 ;  Data: 17/10/2022 
Placa de Vídeo PCYes NVIDIA GeForce G210 1GB DDR3 - PCYES / GeForce ; R$ 320,79 ;  Data: 17/10/2022 
Placa De Video Asus Geforce Rtx 3080 Tuf Gaming V2 10gb Gddr6x 320-bit Tuf-rtx3080-10g-v2-gaming ; R$ 6.976,26 ;  Data: 17/10/2022 
Placa de video power color radeon rx 550 4gb gddr5 128bits - axrx 550 4gbd5-hle ; R$ 1.728,02 ;  Data: 17/10/2022 
Memória DDR3 2GB 1333 - Vallianty ; R$ 92,00 ;  Data: 17/10/2022 
Placa de Video ASUS Geforce GTX 1650 TUF Gaming 4GB DDR6 128 BITS - TUF-GTX1650-O4GD6-P-GAMING ; R$ 2.107,14 ;  Data: 17/10/2022 
Placa De Vídeo Asus Phoenix Geforce Gtx 1660 Super 6gb ; R$ 4.006,33 ;  Data: 17/10/2022 
Placa de Vídeo AMD Radeon RX 6700 XT O.C Tuf Gaming 12GB GDDR6 TUF-RX6700XT-O12G-GAMING ASUS ; R$ 6.076,94 ;  Data: 17/10/2022 
Placa de Video Galax Geforce RTX 3080 HOF (LHR) 10GB GDDR6X 320 Bits - 38NWM3MD3BJJ ; R$ 10.737,78 ;  Data: 17/10/2022 
Placa de video pcyes geforce g210 1gb ddr3 64 bits hdmi/vga/dvi pa210g6401d3lp ; R$ 239,87 ;  Data: 17/10/2022 
Placa de vídeo afox rx 550 4gb dp/hdmi/dvi ; R$ 1.345,00 ;  Data: 17/10/2022 
Placa de Vídeo PowerColor Fighter Radeon RX 6500 XT 4GB Pci Express 4.0 - Power Color ; R$ 1.999,99 ;  Data: 17/10/2022 
Placa de Vídeo Arktek Cyclops Gaming 2GB GeForce GT610 DDR3 - AKN610D3S2GL1 ; R$ 407,40 ;  Data: 17/10/2022 
Placa de video pci-ex 4gb ddr3 g730 128bits hdmi/dvi/vga low profile af7304096d3l6 afox ; R$ 658,31 ;  Data: 17/10/2022 
Placa de Vídeo Afox Geforce GT420 2GB DDR3 ; R$ 407,40 ;  Data: 17/10/2022 
Placa de video vga galax geforce gtx 1050 ti 1 click oc 4gb ; R$ 2.199,89 ;  Data: 17/10/2022 
Placa De Vídeo Pcyes AMD Radeon HD 6570 2GB DDR3 128 Bits Fan ; R$ 999,90 ;  Data: 17/10/2022 
Placa de Vídeo AFOX Radeon R5 220, 2GB, DDR3, 64 Bits, Low Profile, HDMI/DVI/VGA - AFR5220-2048D3L5 - AMD ; R$ 559,99 ;  Data: 17/10/2022 
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming, 12GB GDDR6X, RGB, DLSS ; R$ 7.859,86 ;  Data: 17/10/2022 
Suporte para placa de video gh-01 deepcool - Deep Cool ; R$ 56,10 ;  Data: 17/10/2022 
Placa De Vídeo Geforce Gtx 1660 Oc 6GB, 192bits, Gddr5, HDMI, 3dp Gv-n1660oc-6gd - Gigabyte ; R$ 1.842,90 ;  Data: 17/10/2022 
Placa de Vídeo Duex Radeon RX550, 4GB, GDDR5, 128 Bits, HDMI/DVI/DisplayPort - DX RX550-4GB ; R$ 930,98 ;  Data: 17/10/2022 
Placa de video nvidia geforce gt 210 1gb gddr3 af210-1024d3l * ; R$ 369,00 ;  Data: 17/10/2022 
Placa de Vídeo Afox Radeon R5220 2GB DDR3 64 bits ; R$ 394,90 ;  Data: 17/10/2022 
Placa de video nvidia geforce gt610 2gb ddr3 64 bits low profile single fan - PCYES ; R$ 359,90 ;  Data: 17/10/2022 
Placa de Video PcYes Geforce GT610 2GB DDR3 64 Bits Nvidia ; R$ 331,11 ;  Data: 17/10/2022 
Placa de vídeo Dazz Geforce GT210 1GB DDR2 64BIT Heats INK ; R$ 289,90 ;  Data: 17/10/2022 
Placa de Vídeo Zotac Gaming GeForce RTX 3060 Twin Edge OC, 12GB GDDR6, 15 Gbps, Ray Tracing - ZT-A30600H-10M ; R$ 2.399,99 ;  Data: 17/10/2022 
Placa de Vídeo Arktek Cyclops Gaming 1GB GeForce GT730 DDR3 - AKN730D3S1GL1 ; R$ 504,40 ;  Data: 17/10/2022 
Placa de Vídeo Afox AMD Radeon RX580 8GB GDDR5 256 bits-AFRX580-8192D5H3-V2 ; R$ 3.716,65 ;  Data: 17/10/2022 
Placa de Vídeo Gainward NVIDIA GeForce GTX 1050 Ti, 4GB, GDDR5 - NE5105T018G1-1070F ; R$ 1.433,00 ;  Data: 17/10/2022 
Placa De Video Pci-e 8gb Gddr6 Galax Rtx 3050 Rgb Lhr ; R$ 2.714,82 ;  Data: 17/10/2022 
Placa de Video Nvidia Geforce GT 610 GDD3 2GB 64BIT Sing FAN LOW Profile PA610GT6402D3LP PCYES 85067 ; R$ 399,90 ;  Data: 17/10/2022 
Placa De Video Pci-E 1gb Ddr3 G210 64bits Pcyes ; R$ 227,41 ;  Data: 17/10/2022 
Placa de Video ASUS Geforce GTX 1650 TUF Gaming 4GB DDR6 128 BITS - TUF-GTX1650-4GD6-P-GAMING ; R$ 2.079,32 ;  Data: 17/10/2022 
Suporte Placa de Vídeo ARGB Controlável 5v 3 Pin Coolmoon ; R$ 182,70 ;  Data: 17/10/2022 
Placa de Vídeo Palit GeForce GTX 1650 - 4GB GDDR5 128 Bits GamingPro OC ; R$ 3.095,10 ;  Data: 17/10/2022 
Placa de video Nvidia 1GB KP-GT210 DDR3 HDMI Geforce - KNUP ; R$ 343,90 ;  Data: 17/10/2022 
Placa de Vídeo Bluecase GeForce GT730 128bits 2GB GDDR3 - Nvidia ; R$ 614,99 ;  Data: 17/10/2022 
Placa De Vídeo Gainward Geforce Rtx 3060 12gb Ghost GDDR6 192-bit ; R$ 3.559,50 ;  Data: 17/10/2022 
Placa Vídeo Afox Geforce Gt220 1Gb, Ddr3 128Bit Hdmi/Dvi/Vga ; R$ 218,43 ;  Data: 17/10/2022 
Placa de Vídeo PNY NVIDIA Quadro P400, 2GB, GDDR5 - VCQP400V2PB ; R$ 759,99 ;  Data: 17/10/2022 
Placa de Vídeo Zotac NVIDIA GeForce RTX 3060 Twin Edge OC, 12GB, GDDR6, 192 Bits, IceStorm 2.0, HDMI e DisplayPort - ZT-A30600H-10M ; R$ 4.603,64 ;  Data: 17/10/2022 
Placa de Vídeo Galax GeForce RTX 2060 PLUS 6GB GDDR6 192-bit (1-Click OC) Ray Tracing - 26NRL7HP68CX ; R$ 2.769,88 ;  Data: 17/10/2022 
Placa De Video Geforce Gt 740 Ddr 5 4 Gb 128 Bits Pcyes - 7893333218111 ; R$ 980,91 ;  Data: 17/10/2022 
Placa De Vídeo Afox Nvidia Gigabyte GeForce GT220 1GB DDR3 128 Bit ; R$ 376,86 ;  Data: 17/10/2022 
Placa de Vídeo AFOX Radeon R5 220 2GB DDR3, 64 Bits, Low Profile, HDMI/DVI/VGA - AFR5220-2048D3L5-V2 ; R$ 256,91 ;  Data: 17/10/2022 
Placa de Vídeo NVIDIA Afox GeForce GT 730 4GB DDR3 128 Bits - AF730-4096D3L2 (DDR3 ; R$ 499,99 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 Geforce Nvidia DDR3 HDMI - K-NUP ; R$ 222,03 ;  Data: 17/10/2022 
Placa de Vídeo Palit GeForce GTX 1650 4GB - GDDR6 128 bits GamingPro NE6165001BG1-1175A ; R$ 3.356,10 ;  Data: 17/10/2022 
Placa de Vídeo PCYES Radeon R5 230, 2GB, GDDR3, 64 Bits - PA230DR364LP ; R$ 317,85 ;  Data: 17/10/2022 
Placa De Video Asus Rx 6700xt Rog Strix Oc 12gb Gddr6 192bit Rog-strix-rx6700xt-o12g-gaming ; R$ 10.252,39 ;  Data: 17/10/2022 
Placa de Vídeo Geforce GT730 4GB DDR3 AF730-4096D3L6 - AFOX ; R$ 649,00 ;  Data: 17/10/2022 
Placa De Video Pci-e 4gb Gddr6 Galax Gtx 1650 ; R$ 1.714,81 ;  Data: 17/10/2022 
Placa de Vídeo Afox GeForce GT610 1GB DDR3 64 bits ; R$ 310,00 ;  Data: 17/10/2022 
Placa de Video ASUS Geforce RTX 3070 OC 8GB GDDR6 256 BITS LHR * - DUAL-RTX3070-O8G-V2 ; R$ 5.710,81 ;  Data: 17/10/2022 
Placa de Vídeo AMD Radeon RX 6700 XT OC Rog Strix 12GB GDDR6 ROG-STRIX-RX6700XT-O12G-GAMING ASUS ; R$ 6.220,90 ;  Data: 17/10/2022 
Placa de Video NVIDIA Geforce G210 1GB DDR3 64 Bits - PCYes ; R$ 285,60 ;  Data: 17/10/2022 
Placa de Video Nvidia Geforce GTX 1650 4GB GDDR6 VCG16504D6DFPPB1 PNY ; R$ 1.942,54 ;  Data: 17/10/2022 
Placa de Vídeo AMD Radeon RX 6700 XT OC Rog Strix 12GB GDDR6 ROG-STRIX-RX6700XT-O12G-GAMING ASUS ; R$ 6.220,90 ;  Data: 17/10/2022 
Placa de Vídeo Gainward NVIDIA GeForce RTX 3050 Pegasus, 8GB GDDR6, DLSS, Ray Tracing - ; R$ 2.699,00 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 Geforce Nvidia DDR3 HDMI - K-NUP ; R$ 234,16 ;  Data: 17/10/2022 
Placa de video gpu asus cerberus-gtx1050ti-o4g ; R$ 2.269,00 ;  Data: 17/10/2022 
Placa De Video Radeon AXRX RX 6600 Fighter 8GB GDDR6 8GBD6-3DH POWER COLOR - PowerColor ; R$ 4.789,54 ;  Data: 17/10/2022 
Placa de Vídeo PowerColor Fighter Radeon RX 6500 XT 4GB Pci Express 4.0 - Power Color ; R$ 1.799,00 ;  Data: 17/10/2022 
Placa de video Bluecase GT210 1GB DDR3 64bits BP-GT2101GD3D1 ; R$ 260,00 ;  Data: 17/10/2022 
Placa de Vídeo Asus GeForce GTX 1650 Dual 4GB GDDR5 128Bit DUAL-GTX1650-4G ; R$ 2.228,67 ;  Data: 17/10/2022 
Placa de Vídeo Asus GeForce RTX 3050 Dual OC 8GB RTX3050-O8G ; R$ 2.957,00 ;  Data: 17/10/2022 
Placa de vídeo geforce g210 nvidia 1gb pcyes ; R$ 271,60 ;  Data: 17/10/2022 
Placa de Vídeo GAINWARD GeForce RTX 3080 Phoenix 10GB GRRD6X NED3080019IA-132AX ; R$ 7.066,77 ;  Data: 17/10/2022 
Placa de Vídeo GALAX Geforce RTX 3070 TI 8GB 1-CLICK OC ; R$ 5.300,00 ;  Data: 17/10/2022 
Placa de Video MSI Radeon RX 6400 Aero ITX 4GB GDDR6 64-bit 912-V508-004 ; R$ 1.699,99 ;  Data: 17/10/2022 
Suporte para placa de vídeo Rise Mode ; R$ 54,53 ;  Data: 17/10/2022 
Placa de Vídeo Galax NVIDIA GeForce GT210 - 1GB DDR3 64 bits 21GGF4HI00NP ; R$ 290,00 ;  Data: 17/10/2022 
Placa De Vídeo Afox Gt-730 2Gb Ddr3 - Af730-2048D3L3-V2 ; R$ 916,75 ;  Data: 17/10/2022 
Placa de Video Gt710 1gb Ddr3 64bits - BRAZIL PC ; R$ 24.300,00 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Series Geforce - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de vídeo - AMD Radeon R5 230 (2GB / PCI-E) - AFOX - AFR5230-2048D3L9-V2 ; R$ 370,58 ;  Data: 17/10/2022 
Placa De Vídeo Msi Afterburner Oc 4Gb Geforce Gt730 Ddr3 - N730K-4Gd3 Ocv1 ; R$ 1.700,50 ;  Data: 17/10/2022 
Placa de Vídeo Asus NVIDIA GeForce RTX 3050 OC, 8GB, GDDR6, Ray Tracing - DUAL-RTX3050-O8G ; R$ 2.549,99 ;  Data: 17/10/2022 
Placa de video geforce gt 610 ddr3 2gb 64bit - low profile - PCYes ; R$ 299,99 ;  Data: 17/10/2022 
Placa de Vídeo Galax NVIDIA GeForce GT210 - 1GB DDR3 64 bits 21GGF4HI00NP ; R$ 269,99 ;  Data: 17/10/2022 
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming, 12GB GDDR6X, RGB, DLSS ; R$ 7.968,53 ;  Data: 17/10/2022 
Placa de Vídeo Afox Geforce G210, 1GB DDR3, 64BIT, DVI/HDMI/VGA ; R$ 223,90 ;  Data: 17/10/2022 
Placa de Vídeo EVGA GeForce GTX 1650 SC Ultra Gaming,4GB ; R$ 1.790,00 ;  Data: 17/10/2022 
Placa De Vídeo AFOX NVIDIA GeForce GT610 1GB DDR3 64bits - AF6102048D3L5 ; R$ 271,59 ;  Data: 17/10/2022 
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming, 12GB GDDR6X, RGB, DLSS ; R$ 7.985,99 ;  Data: 17/10/2022 
Placa De Video Dex Nvidia Geforce Gt210 - 1gb/ddr3/64bits ; R$ 355,19 ;  Data: 17/10/2022 
Placa de Vídeo Galax NVIDIA GeForce RTX 3080 TI SG, 1 Click, OC, 12GB, GDDR6X, 384 Bits, LHR, RGB, HDMI e DisplayPort - 38IOM5MD99DD ; R$ 7.899,90 ;  Data: 17/10/2022 
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming, 12GB GDDR6X, RGB, DLSS, Ray Tracing ; R$ 7.599,99 ;  Data: 17/10/2022 
Placa de Vídeo NVIDIA GeForce GT420 4GB DDR3 128 Bits Espelho Low Profile AFOX - AF420-4096D3L2 - 0077002-01 ; R$ 741,29 ;  Data: 17/10/2022 
Placa Vídeo Nvidia Galax Geforce Gtx 16 Series Gtx 1660 6gb ; R$ 2.034,99 ;  Data: 17/10/2022 
Placa de Video Afox Geforce Gt220 1gb Ddr3 128-bit-af220 ; R$ 225,65 ;  Data: 17/10/2022 
Placa de Video Afox Geforce GT710 2gb Ddr3 DVI/HDMI/VGA ; R$ 351,90 ;  Data: 17/10/2022 
Placa De Video Pci-e 8gb Gddr6 Rtx 3060 Ti Galax ; R$ 4.196,30 ;  Data: 17/10/2022 
Placa de Vídeo Asus Dual NVIDIA GeForce RTX 3060 TI O8G Mini V2 OC, RGB, 8GB - Zotac ; R$ 4.235,00 ;  Data: 17/10/2022 
Placa de Vídeo PCYes AMD Radeon R5 230, 2GB, DDR3 - PA230R502D3LW ; R$ 409,00 ;  Data: 17/10/2022 
Placa de vídeo MSI GTX 1650 4GB GDDR6 Ventus XS OCV1 ; R$ 2.194,90 ;  Data: 17/10/2022 
Placa de video pcyes geforce gt 710 2gb ddr3 64 bits hdmi/vga/dvi pa710gt6402d3lp ; R$ 529,90 ;  Data: 17/10/2022 
Placa de Vídeo Afox Radeon R5220 2GB DDR3 64 bits ; R$ 320,00 ;  Data: 17/10/2022 
Placa de video amd radeon r5 230 2gb ddr3 64 bits hdmi open gl 4.1 - pcyes ; R$ 329,00 ;  Data: 17/10/2022 
Placa de vídeo Nvidia GeForce 500 ; R$ 1.700,00 ;  Data: 17/10/2022 
Placa De Video Pcyes Geforce Nvidia G210 1gb Ddr3 - 64 Bits ; R$ 295,00 ;  Data: 17/10/2022 
Placa de Vídeo pcwinmax Geforce GT 740 4GB 128 Bits ; R$ 719,10 ;  Data: 17/10/2022 
Placa de Vídeo PCYes AMD Radeon RX 550, 4GB GDDR5, Graffiti Series - PJRX550DR5128B ; R$ 899,99 ;  Data: 17/10/2022 
Placa de video pci-e 1gb ddr3 g210 low profile c/dvi/hdmi/vga 64bits af210-1024d3l5v2 afox ; R$ 252,37 ;  Data: 17/10/2022 
Placa de video afox radeon r5 220 1024mb ddr3 64bit - hdmi - dvi - vga- afr5220-1024d3l5-v2 ; R$ 249,90 ;  Data: 17/10/2022 
Placa de Vídeo Asus DUAL-RTX2060-O12G-EVO 90YV0CH7M0NA00I ; R$ 4.882,26 ;  Data: 17/10/2022 
Placa de Video AFOX Radeon RX 550 4GB DDR5 128 BITS - HDMI - DVI - DP - AFRX550-4096D5H4-V5 ; R$ 1.148,02 ;  Data: 17/10/2022 
Placa De Video Amd Radeon Hd 5450 1Gb Ddr3 64 Bits Com Kit - Pc Yes ; R$ 262,24 ;  Data: 17/10/2022 
Placa De Video Colorful Geforce Gt 1030 4gb 64bit ; R$ 1.099,99 ;  Data: 17/10/2022 
Placa de vídeo ASUS DUAL-RTX2060-O12G-EVO 12G DDR6 - NVIDIA ; R$ 4.200,51 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Series Nvidia Geforce - K-NUP ; R$ 234,16 ;  Data: 17/10/2022 
Placa de Video AMD R5 220 1GB DDR3 64 BITS LOW Profile - PJ220R364 PCYES 107012 ; R$ 256,95 ;  Data: 17/10/2022 
Placa de Video p/ Pc 1Gb Ddr3 Gt210 GeForce Nvidia 64bits Low Profile PcYes 30675 ; R$ 252,01 ;  Data: 17/10/2022 
Placa de Vídeo Nvidea GeForce RTX 3080 SG O.C LHR 10GB GDDR6X 38NWM3MD99RG GALAX ; R$ 7.635,15 ;  Data: 17/10/2022 
Placa De Vídeo 6G Rtx2060 Evga Sc Gaming Dd6 2062-Kr ; R$ 5.825,50 ;  Data: 17/10/2022 
Placa de Vídeo Afox GeForce GT220 1GB DDR3 - 128 bits ; R$ 350,00 ;  Data: 17/10/2022 
Placa de Vídeo Nvidia Rtx3080Ti 12Gb Sg Gddr6X 384Bits Galax 38Iom5Md99Dd ; R$ 9.889,61 ;  Data: 17/10/2022 
Placa De Video Gainward 12GB RTX 3080 Ti Phoenix DDR6x 384bits RGB NED308T019KB-132AX ; R$ 15.469,99 ;  Data: 17/10/2022 
Placa de Vídeo NVIDIA Gainward GeForce RTX 3050 8GB DDR6 128 Bits - NE63050019P1-190AE ; R$ 2.798,90 ;  Data: 17/10/2022 
Placa De Vídeo Galax Rtx 3080 10gbsg Gddr6x 320bits Lhr 38nwm3md99rg ; R$ 6.999,00 ;  Data: 17/10/2022 
Placa De Vídeo Pcyes Nvidia 2gb Ddr3 64bits Gt610 Lowprofile - PAKGT6102GBDR3SF - Pc yes ; R$ 269,00 ;  Data: 17/10/2022 
Placa de Vídeo Afox Radeon RX 550, 4GB GDDR5, 128bits, HDMI/DVI/DP, AFRX550-4096D5H4-V5 ; R$ 1.246,90 ;  Data: 17/10/2022 
Placa de vídeo rtx 3080ti 12gb ddr6x pny gmr308tn4kcgt3cktp-tf (black box) ; R$ 7.890,00 ;  Data: 17/10/2022 
Placa de Vídeo AFOX G210 Geforce 1GB DDR3 HDMI DVI VGA Até F210-1024D3L5-V2 ; R$ 281,31 ;  Data: 17/10/2022 
Placa de Video Galax Geforce RTX 3080 SG 1 Click OC LHR 10GB - GDDR6X - 320 Bits - 38NWM3MD99RG ; R$ 8.554,43 ;  Data: 17/10/2022 
Placa de Vídeo Galax GeForce RTX 2060 Plus 12GB GDDR6 192-bit (1-Click OC) Ray Tracing - 26NRL7HP68NC ; R$ 3.231,72 ;  Data: 17/10/2022 
Placa de Vídeo Nvidia GeForce RTX 3060 Dual 12GB GDDR6 RGB NE63060019K9-190AD PALIT ; R$ 3.846,08 ;  Data: 17/10/2022 
Placa de Vídeo Nvidia GeForce RTX 3070 Phantom+ 8GB GDDR6 NE63070019P2-1040M GAINWARD ; R$ 5.462,56 ;  Data: 17/10/2022 
Placa De Vídeo Afox Geforce Gt 420 4Gb Ddr3 - Af420-4096D3L2 ; R$ 1.246,75 ;  Data: 17/10/2022 
Placa de Vídeo GeForce GT240 1GB DDR3 128 bits - Afox ; R$ 395,00 ;  Data: 17/10/2022 
Placa de Vídeo Galax NVIDIA GeForce GT210 - 1GB DDR3 64 bits 21GGF4HI00NP ; R$ 288,00 ;  Data: 17/10/2022 
Placa de Vídeo Galax GeForce GTX 1660 Super Dual 1-Click OC, 6GB GDDR6 192Bit-60SRL7DSY91S ; R$ 2.308,04 ;  Data: 17/10/2022 
Placa De Vídeo Afox Geforce 210 1Gb Ddr3 64 Bits Low Profile ; R$ 294,50 ;  Data: 17/10/2022 
Placa de video asus gtx1650 tuf ph 4gb ; R$ 2.660,00 ;  Data: 17/10/2022 
Placa de video amd radeon hd 6570 2gb gddr3 128 bits gaming edition - PCYES ; R$ 759,99 ;  Data: 17/10/2022 
Placa de Vídeo AFOX 2GB GeForce GT730 DDR3 - AF730-2048D3L6 ; R$ 566,48 ;  Data: 17/10/2022 
Placa de Vídeo Nvidia Pcyes Geforce Gtx 1050 2gb Ddr5 ; R$ 1.440,90 ;  Data: 17/10/2022 
Placa de Video Galax GeForce RTX 2060 Plus, 1-Click OC, 12GB, GDDR6, DLSS, Ray Tracing, 26NRL7HP68NC ; R$ 2.612,49 ;  Data: 17/10/2022 
Placa de Vídeo Afox Radeon R5220 2GB DDR3 64 bits ; R$ 510,00 ;  Data: 17/10/2022 
Placa de Vídeo Nvidia RTX 3060 Ghost GD6 12GB GDDR6 PCI-E 4.0 NE63060019K9-190AU GAINWARD ; R$ 3.413,74 ;  Data: 17/10/2022 
Placa de Vídeo PCYes AMD Radeon RX 550, 4GB GDDR5, Graffiti Series - PJRX550DR5128B ; R$ 1.299,90 ;  Data: 17/10/2022 
Placa De Vídeo Gt 730 4gb Ddr3 64 Bits Geforce Nvidia - Afox ; R$ 964,92 ;  Data: 17/10/2022 
Placa de Vídeo Duex GeForce GT610 2GB, DDR3, 64 Bits, Low Profile, HDMI/DVI/VGA - GT610LP-2GD3 - Nvidia ; R$ 349,90 ;  Data: 17/10/2022 
Placa de Vídeo Galax GTX 1660 TI OC 6GB 60IRL7DSY91C ; R$ 2.602,48 ;  Data: 17/10/2022 
Placa de Vídeo Colorful GeForce GT730 2GB DDR3 64 Bits HDMI/DVI/VGA - GDJ5TL509855 ; R$ 738,56 ;  Data: 17/10/2022 
Placa de Video AFOX Geforce GT240 1GB DDR3 128 BITS LP - HDMI - DVI - VGA - AF240-1024D3L2 ; R$ 256,25 ;  Data: 17/10/2022 
Placa De Video Amd R5 220 1gb Ddr3 64 Bits Low Profile - PCYes ; R$ 263,00 ;  Data: 17/10/2022 
Placa de Vídeo Nvidia RTX 3060 O.C 12GB GRRD6 192 Bits 36NOL7MD1VOC Galax ; R$ 3.397,64 ;  Data: 17/10/2022 
Placa de Vídeo Nvidia Geforce RTX 3070 Ti 8GB Tuf Gaming GDDR6 TUF-RTX3070TI-O8G-GAMING ASUS ; R$ 7.372,30 ;  Data: 17/10/2022 
Placa de Video Gamer GT 610 Geforce 2GB DDR3 64 Bits PcYes ; R$ 331,11 ;  Data: 17/10/2022 
Placa de video geeforce gt 1030 2gb gddr5 64bits - pjgt1030dr5 - PCYES ; R$ 1.019,16 ;  Data: 17/10/2022 
Placa de Vídeo HP Quadro FX880m Mezanino 1Gb - 598040-001 ; R$ 348,10 ;  Data: 17/10/2022 
Placa de video radeon hd5450 1gb ddr3 64 bit - pcyes ; R$ 297,30 ;  Data: 17/10/2022 
Placa De Vídeo Afox G210 Geforce 1gb Ddr3 Hdmi Dvi Vga Lp - afox ge force ; R$ 260,00 ;  Data: 17/10/2022 
Placa de Video NVIDIA GT1030 2GB DDR4 64BITS - GAINWARD NEC103000646-1082F* ; R$ 1.160,63 ;  Data: 17/10/2022 
Placa de Vídeo Pcyes nvidia Geforce GT 740 4GB GDDR5 128Bits ; R$ 899,10 ;  Data: 17/10/2022 
Placa de Vídeo MSI GeForce RTX 2060 Ventus GP OC Dual 6GB GDDR6 192Bit 912-V375-808 - Nvidia ; R$ 2.374,99 ;  Data: 17/10/2022 
Placa De Video Radeon RX 6500 XT Eagle 4GB GDDR6 GV-R65XTEAGLE-4GD G10 GIGABYTE ; R$ 2.409,03 ;  Data: 17/10/2022 
Placa de Vídeo Asus GeForce GTX 1050 TI - 4GB GDDR5 128 bits Cerberus ; R$ 1.999,99 ;  Data: 17/10/2022 
Placa de Vídeo Asus GTX 1650 TUF 4GB GDDR6 4GD6-P-GAMING ; R$ 2.197,00 ;  Data: 17/10/2022 
Placa De Video Geforce Nvidia G210 1gb Ddr3 - 64 Bits Pc Yes - PCYES ; R$ 250,11 ;  Data: 17/10/2022 
Placa De Vídeo Galax Nvidia Rtx 3080 Sg - 10Gb, 320Bits, Oc ; R$ 8.195,82 ;  Data: 17/10/2022 
Placa de video radeon r5 220 2gb gddr3 afr5220-2048d3l9-v2 * - GEFORCE ; R$ 622,00 ;  Data: 17/10/2022 
Placa De Vídeo Afox Radeon R5-230 2Gb Ddr3 - Afr5230-2048D3L4 ; R$ 597,06 ;  Data: 17/10/2022 
Placa de video afox geforce gtx750 4gb gddr5 128 bits - hdmi - dvi - vga - af750-4096d5l4 ; R$ 1.578,53 ;  Data: 17/10/2022 
Placa de Vídeo Arktek Cyclops Gaming 4GB GeForce GT730 DDR3 - AKN730D3S4GH11 ; R$ 862,33 ;  Data: 17/10/2022 
Placa de Vídeo EVGA NVIDIA GeForce RTX 3080 FTW3 Ultra Gaming 12GB GDDR6X LHR 384 bits HDMI/DP 12G-P5-4877-KL ; R$ 7.189,90 ;  Data: 17/10/2022 
Placa de Vídeo NVIDIA GeForce GT730 4GB DDR3 128Bits AFOX - AF730-4096D3L6 ; R$ 599,99 ;  Data: 17/10/2022 
Placa de Vídeo Afox AMD Radeon R5 220 2GB DDR3 AFR5220 2048D3L9 V2 ; R$ 310,39 ;  Data: 17/10/2022 
Placa De Vídeo Asus Phoenix Geforce Gtx 1650 Oc 4gb Gddr6 ; R$ 4.946,13 ;  Data: 17/10/2022 
Placa de Video Colorful GeForce GT 1030 2GB GDDR4 64bit V5-V - Nvidia ; R$ 1.206,00 ;  Data: 17/10/2022 
Placa de Vídeo Afox GeForce GT610 2GB DDR3 64 bits ; R$ 425,00 ;  Data: 17/10/2022 
Placa de video 1gb ddr3 amd radeon 1024mb afr5220 afox ; R$ 425,00 ;  Data: 17/10/2022 
Placa de Video Nvidia GeForce GTX 1660 Ti 6GB GDDR6 VCG1660T6DFPPB1 PNY ; R$ 2.495,21 ;  Data: 17/10/2022 
Placa de Video Nvidia GeForce GTX 1660 Ti 6GB GDDR6 VCG1660T6DFPPB1 PNY ; R$ 2.495,21 ;  Data: 17/10/2022 
Placa de video 1gb ddr3 amd radeon 1024mb afr5220 afox ; R$ 425,00 ;  Data: 17/10/2022 
Placa de Vídeo Arktek Cyclops Gaming 2GB GeForce GT240 DDR3 - AKN420D3S2GL1 ; R$ 469,48 ;  Data: 17/10/2022 
Placa de video 1gb ddr3 gt210 go line - BR ; R$ 337,46 ;  Data: 17/10/2022 
Placa de Vídeo Galax GeForce GTX 1660 Ti OC (1-Click OC) Dual 6GB GDDR6 192Bit-60IRL7DSY91C ; R$ 2.423,50 ;  Data: 17/10/2022 
